packageName,tf_idf,variable
com.ea.game.nfs14_row,0.045,TF_IDF_04
com.lyrebirdstudio.collage,0.045,TF_IDF_04
com.meiqijiacheng.sango,0.045,TF_IDF_04
com.outfit7.mytalkingtomfree,0.044,TF_IDF_04
com.newnormalgames.phonecasediy,0.044,TF_IDF_04
xyz.kwai.lolita.memes,0.044,TF_IDF_04
com.lbe.parallel.intl.arm64,0.044,TF_IDF_04
com.samsung.android.six.webtrans,0.044,TF_IDF_04
mobi.gameguru.slapkings,0.044,TF_IDF_04
fast.safe.guard.vpn,0.044,TF_IDF_04
com.appsomniacs.da2,0.044,TF_IDF_04
com.jumpy.jumpingzoo,0.044,TF_IDF_04
com.bubble.free.bubblestory,0.044,TF_IDF_04
com.gamma.find.diff,0.044,TF_IDF_04
com.esm3.MusicMahraganat,0.044,TF_IDF_04
com.instabridge.android,0.044,TF_IDF_04
conquer.the.city.takeover.battle,0.044,TF_IDF_04
enr.transit.maf,0.043,TF_IDF_04
com.huawei.health,0.043,TF_IDF_04
com.mobile.myeye,0.043,TF_IDF_04
com.google.android.youtube,0.043,TF_IDF_04
com.alphainventor.filemanager,0.043,TF_IDF_04
com.bitsmedia.android.muslimpro,0.043,TF_IDF_04
com.cleanteam.oneboost,0.043,TF_IDF_04
com.WhatsApp3Plus,0.043,TF_IDF_04
tw.mobileapp.qrcode.banner,0.043,TF_IDF_04
com.dencreak.dlcalculator,0.042,TF_IDF_04
com.breadfast,0.042,TF_IDF_04
com.karim.khatma,0.042,TF_IDF_04
com.miniclip.footballstrike,0.042,TF_IDF_04
com.samsung.android.app.networkstoragemanager,0.042,TF_IDF_04
com.h20soft.slideshow.videomaker.videoeditor,0.042,TF_IDF_04
com.rioo.runnersubway,0.042,TF_IDF_04
com.fast.free.unblock.secure.vpn,0.042,TF_IDF_04
com.truecaller.guardians,0.042,TF_IDF_04
com.frontrow.vlog,0.042,TF_IDF_04
com.didilabs.kaavefali,0.041,TF_IDF_04
com.emisr.pay,0.041,TF_IDF_04
com.whatsapp.wallpaper,0.041,TF_IDF_04
com.cooyostudio.marble.blast,0.041,TF_IDF_04
com.sofeh.android.musicstudio3,0.041,TF_IDF_04
com.yumy.live,0.041,TF_IDF_04
photo.editor.photoeditor.photoeditorpro,0.041,TF_IDF_04
com.mgoogle.android.gms,0.041,TF_IDF_04
statussaver.statusdownloader.downloadstatus.videoimagesaver,0.041,TF_IDF_04
com.nanotribe.games.arrowfest,0.041,TF_IDF_04
com.emoji.coolkeyboard,0.041,TF_IDF_04
hd.camera,0.041,TF_IDF_04
com.gameloft.android.ANMP.GloftA9HM,0.041,TF_IDF_04
com.generagames.resistance,0.041,TF_IDF_04
com.emeint.android.mwallet.bm,0.04,TF_IDF_04
com.efinance.easypay,0.04,TF_IDF_04
com.instantbits.cast.webvideo,0.04,TF_IDF_04
com.game.friends.android,0.04,TF_IDF_04
com.i.video.recorder,0.04,TF_IDF_04
com.google.android.apps.adwords,0.04,TF_IDF_04
com.premise.android.prod,0.04,TF_IDF_04
bubbleshooter.orig,0.04,TF_IDF_04
com.badambiz.pk.arab,0.04,TF_IDF_04
com.masarat.salati,0.04,TF_IDF_04
com.instagram.lite,0.04,TF_IDF_04
com.gofiveglobal.fashion.dress.up,0.04,TF_IDF_04
bubble.shoot.bubbles.game.saga.world,0.04,TF_IDF_04
com.aim.racing,0.04,TF_IDF_04
com.outfit7.mytalkingangela2,0.04,TF_IDF_04
com.windforce.ludobar.android,0.04,TF_IDF_04
com.Atto.Beyond.cleaner,0.04,TF_IDF_04
easy.sudoku.puzzle.solver.free,0.039,TF_IDF_04
com.noonEdu.k12App,0.039,TF_IDF_04
com.egyptrains.daniel,0.039,TF_IDF_04
com.apkpure.aegon,0.039,TF_IDF_04
com.domobile.applock,0.039,TF_IDF_04
com.kii.safe,0.039,TF_IDF_04
com.monotype.android.font.cooljazz,0.039,TF_IDF_04
screenrecorder.recorder.editor,0.039,TF_IDF_04
zombie.survival.dead.shooting,0.039,TF_IDF_04
com.newtawfeer,0.038,TF_IDF_04
com.th.ringtone.maker,0.038,TF_IDF_04
com.cyberlink.youcammakeup,0.038,TF_IDF_04
com.slippy.linerusher,0.038,TF_IDF_04
com.imo.android.imoimbeta,0.038,TF_IDF_04
com.duokan.phone.remotecontroller.peel.plugin,0.038,TF_IDF_04
com.huawei.android.hsf,0.038,TF_IDF_04
org.contentarcade.apps.logomaker,0.038,TF_IDF_04
com.miui.calculator,0.038,TF_IDF_04
mahrajanat.masr,0.038,TF_IDF_04
com.google.android.apps.chromecast.app,0.038,TF_IDF_04
com.asiainno.uplive,0.038,TF_IDF_04
com.utincomputer.hyperovertake,0.038,TF_IDF_04
com.aero,0.038,TF_IDF_04
com.axismarkets.thndr,0.037,TF_IDF_04
com.google.android.apps.meetings,0.037,TF_IDF_04
com.excelliance.multiaccounts,0.037,TF_IDF_04
com.venticake.retrica,0.037,TF_IDF_04
com.GMA.Ball.Sort.Puzzle,0.037,TF_IDF_04
com.hdwallpaper.wallpaper,0.037,TF_IDF_04
com.zuuks.bus.simulator.ultimate,0.037,TF_IDF_04
com.fgol.HungrySharkEvolution,0.037,TF_IDF_04
hr.asseco.android.intesa.isbd.mbanking.alex,0.036,TF_IDF_04
com.alina3.credit.loan.eg,0.036,TF_IDF_04
com.esim.numero,0.036,TF_IDF_04
com.clogica.videoeditor,0.036,TF_IDF_04
com.sec.spp.push,0.036,TF_IDF_04
com.webapp.aj.white_sands,0.036,TF_IDF_04
com.ibimuyu.lockscreen,0.036,TF_IDF_04
com.crazylabs.rubber.band.asmr.cut,0.036,TF_IDF_04
com.touchtao.soccerkinggoogle,0.036,TF_IDF_04
com.samsung.android.app.notes.addons,0.036,TF_IDF_04
com.google.android.apps.searchlite,0.036,TF_IDF_04
com.imo.android.imoimhd,0.036,TF_IDF_04
com.simppro.quran.mishary.rashid.alafasy.offline,0.036,TF_IDF_04
com.junkremoval.pro,0.036,TF_IDF_04
xyz.easypro.httpcustom,0.036,TF_IDF_04
com.vodafone.spoc,0.035,TF_IDF_04
com.zzkko,0.035,TF_IDF_04
com.medex.yodawy,0.035,TF_IDF_04
com.hisn.almuslim,0.035,TF_IDF_04
premiumCard.app,0.035,TF_IDF_04
com.tfgco.games.sports.free.tennis.clash,0.035,TF_IDF_04
com.razer.cortex,0.035,TF_IDF_04
com.lyrebirdstudio.pip_collage,0.035,TF_IDF_04
com.sarmady.filgoal.fantasy,0.035,TF_IDF_04
com.google.android.apps.navlite,0.035,TF_IDF_04
com.ivuu,0.035,TF_IDF_04
park.master.car.parking.games,0.035,TF_IDF_04
com.gokids.transportbuilding,0.035,TF_IDF_04
com.igoldtech.streetchaser,0.035,TF_IDF_04
musicplayer.hdvideoplayer.backgroundmusic,0.035,TF_IDF_04
com.monotype.android.font.samsungsans,0.035,TF_IDF_04
com.voicemaker.android,0.035,TF_IDF_04
io.yarsa.games.ludo,0.035,TF_IDF_04
cm.aptoide.pt,0.035,TF_IDF_04
org.nixgame.ruler,0.035,TF_IDF_04
com.gameloft.android.ANMP.GloftA8HM,0.035,TF_IDF_04
moi.com.excel.moi,0.034,TF_IDF_03
com.lucky.merchant,0.034,TF_IDF_03
ae.admedia.ADMCSport,0.034,TF_IDF_03
com.soomapps.screenmirroring,0.034,TF_IDF_03
com.andromo.dev540689.app521846,0.034,TF_IDF_03
com.superbox.aos.fire2048,0.034,TF_IDF_03
com.braindom2riddle,0.034,TF_IDF_03
rail.egypt,0.034,TF_IDF_03
co.itplus.itop,0.034,TF_IDF_03
com.mjplus.learnarabic,0.034,TF_IDF_03
com.hicloud.android.clone,0.034,TF_IDF_03
com.harvest.io,0.034,TF_IDF_03
com.cam001.selfie,0.034,TF_IDF_03
com.scorp.who,0.034,TF_IDF_03
com.Zeeppo.ChaosRoad,0.034,TF_IDF_03
com.playgendary.tanks,0.034,TF_IDF_03
com.dancing.smash.hop.game.tiles.circles.beat.paino,0.034,TF_IDF_03
com.mico,0.034,TF_IDF_03
com.safeum.android,0.034,TF_IDF_03
com.yoozoogames.ludogameallstar,0.034,TF_IDF_03
com.hld.anzenbokusucal,0.034,TF_IDF_03
net.megawave.flashalerts,0.034,TF_IDF_03
com.CA.Push,0.033,TF_IDF_03
com.crazylabs.hair.dye.challenge,0.033,TF_IDF_03
qrcodereader.barcodescanner.scan.qrscanner,0.033,TF_IDF_03
wild.west.sniper,0.033,TF_IDF_03
com.ai.face.play,0.033,TF_IDF_03
com.marulgames.wordsurf,0.033,TF_IDF_03
com.hulahoop.android,0.033,TF_IDF_03
com.chicken.shooter.galaxyattack.space.invader,0.033,TF_IDF_03
com.monotype.android.font.rosemary,0.033,TF_IDF_03
com.fun.share,0.033,TF_IDF_03
com.music.player.simple,0.033,TF_IDF_03
com.gstarmc.android,0.032,TF_IDF_03
com.google.android.calculator,0.032,TF_IDF_03
com.vanced.android.youtube,0.032,TF_IDF_03
com.almowafir.app,0.032,TF_IDF_03
com.realmecomm.app,0.032,TF_IDF_03
com.salfne.android,0.032,TF_IDF_03
com.simppro.quran.tajweed,0.032,TF_IDF_03
net.peakgames.amy,0.032,TF_IDF_03
net.andromo.dev540689.app520732,0.032,TF_IDF_03
com.outfit7.talkingtom,0.032,TF_IDF_03
pdf.tap.scanner,0.032,TF_IDF_03
com.MegaJoy.PrisonBreak68,0.032,TF_IDF_03
com.google.android.ims,0.032,TF_IDF_03
com.oubapps.po.ch,0.032,TF_IDF_03
com.Upperpik.HairChallenge,0.032,TF_IDF_03
plus.H532FACF1,0.032,TF_IDF_03
io.state.fight,0.032,TF_IDF_03
com.teamviewer.teamviewer.market.mobile,0.032,TF_IDF_03
com.huawei.ucdlockscreen,0.032,TF_IDF_03
com.splendapps.voicerec,0.032,TF_IDF_03
com.xiaomi.hm.health,0.032,TF_IDF_03
com.android.bbk.lockscreen3,0.032,TF_IDF_03
com.badambiz.poker,0.032,TF_IDF_03
mkisly.backgammon.tawla,0.032,TF_IDF_03
mobi.gameguru.racingfevermoto,0.032,TF_IDF_03
com.newandromo.dev257677.app823151,0.032,TF_IDF_03
com.tiramisu.driftmax2,0.032,TF_IDF_03
team.opay.pos.egypt.mobileapp,0.031,TF_IDF_03
com.payeer,0.031,TF_IDF_03
com.fbs.pa,0.031,TF_IDF_03
com.mobirix.zumaking2,0.031,TF_IDF_03
vn.remove.photo.content,0.031,TF_IDF_03
cn.xiaofengkj.fitpro,0.031,TF_IDF_03
loppipoppi.dominoes,0.031,TF_IDF_03
com.infinix.xshare,0.031,TF_IDF_03
com.masomo.headball2,0.031,TF_IDF_03
com.colobolo.chainball,0.031,TF_IDF_03
com.unicostudio.braintest,0.031,TF_IDF_03
block.puzzle.sudoku.free.game.classic.offline,0.031,TF_IDF_03
com.simppro.quran.tafseer.offline,0.031,TF_IDF_03
com.easybrain.block.puzzle.games,0.031,TF_IDF_03
org.xbet.client1,0.031,TF_IDF_03
com.matchingham.bethejudge,0.031,TF_IDF_03
com.rovio.baba,0.031,TF_IDF_03
com.foodora.courier,0.031,TF_IDF_03
com.king.crash,0.031,TF_IDF_03
com.redcell.goldandgoblins,0.031,TF_IDF_03
com.fungames.battletanksbeta,0.031,TF_IDF_03
com.facebook.creatorstudio,0.031,TF_IDF_03
com.miui.enbbs,0.031,TF_IDF_03
video.like.lite,0.031,TF_IDF_03
com.gridplus.collagemaker,0.031,TF_IDF_03
com.merge.cube.winner,0.031,TF_IDF_03
com.android.vending.licensing.ILicensingService,0.031,TF_IDF_03
com.photgr.artlb,0.031,TF_IDF_03
com.twobegypt.android,0.03,TF_IDF_03
ptv.bein.mena,0.03,TF_IDF_03
com.BankMisrSoftToken,0.03,TF_IDF_03
com.private.dialer,0.03,TF_IDF_03
com.touchin.perfectmoney,0.03,TF_IDF_03
com.stedor.instashop,0.03,TF_IDF_03
com.solou.catendless.run,0.03,TF_IDF_03
com.phycod.drugeye,0.03,TF_IDF_03
production.uva.driver,0.03,TF_IDF_03
com.mfk4apps.muslimhouse,0.03,TF_IDF_03
com.zytoona.lostword2,0.03,TF_IDF_03
com.tripledot.solitaire,0.03,TF_IDF_03
musclebooster.workout.home.gym.abs.loseweight,0.03,TF_IDF_03
com.app.orsozoxi,0.03,TF_IDF_03
com.innovolve.iqraaly,0.03,TF_IDF_03
com.teamseries.lotus,0.03,TF_IDF_03
com.vladk.pipemasters,0.03,TF_IDF_03
com.Born2Play.StackyDash,0.03,TF_IDF_03
com.billiards.shooting.ball.pool,0.03,TF_IDF_03
com.demin.emojipuzzle,0.03,TF_IDF_03
free.video.downloader.freevideodownloader,0.03,TF_IDF_03
com.tencent.igoppo,0.03,TF_IDF_03
candymanor.homedesign.match3,0.03,TF_IDF_03
com.gta.real.gangster.crime,0.03,TF_IDF_03
com.indeed.android.jobsearch,0.03,TF_IDF_03
icv.resume.curriculumvitae,0.03,TF_IDF_03
xbean.image.picture.translate.ocr,0.029,TF_IDF_03
com.horizons.tut,0.029,TF_IDF_03
com.bazooka.bazooka,0.029,TF_IDF_03
com.fundevs.app.mediaconverter,0.029,TF_IDF_03
com.Lightneer.BazookaBoy,0.029,TF_IDF_03
com.sanhe.clipclaps,0.029,TF_IDF_03
com.xsdev.pdfreader.pdfeditor.pdf.document,0.029,TF_IDF_03
com.nexa.statusdownloaderforwp,0.029,TF_IDF_03
com.revesoft.itelmobiledialer.dialer,0.029,TF_IDF_03
com.lightricks.pixaloop,0.029,TF_IDF_03
app.jawab.chat,0.029,TF_IDF_03
com.google.android.street,0.029,TF_IDF_03
com.imangi.templerun,0.029,TF_IDF_03
vidmob.video.audio.mixer,0.029,TF_IDF_03
sixpack.sixpackabs.absworkout,0.029,TF_IDF_03
com.floatingtunes.youtubeplayer.topmusic,0.029,TF_IDF_03
com.etisalat.music,0.029,TF_IDF_03
com.mediastudio.allvideodownloader.downloadvideoshd.bestdownloader,0.029,TF_IDF_03
com.zuuks.truck.simulator.euro,0.029,TF_IDF_03
free.translate.all.language.translator,0.029,TF_IDF_03
com.monotype.android.font.chococooky,0.029,TF_IDF_03
com.mobirix.airhockey,0.029,TF_IDF_03
com.llx.chess,0.029,TF_IDF_03
com.harmonika,0.029,TF_IDF_03
com.handycloset.android.eraser,0.029,TF_IDF_03
com.match3blaster.DropStackBallFall,0.029,TF_IDF_03
com.Celltop.SpiralRoll,0.029,TF_IDF_03
com.trivago,0.029,TF_IDF_03
itube.snaptube.videodervideoplayerall,0.029,TF_IDF_03
gtpay.gtronicspay.com,0.028,TF_IDF_03
com.quranlms,0.028,TF_IDF_03
videodownloader.fbvideodownloader.facebookvideodownloader.videodownloaderforfacebook,0.028,TF_IDF_03
com.moneybookers.skrillpayments,0.028,TF_IDF_03
advanced.scientific.calculator.calc991.plus,0.028,TF_IDF_03
com.king.petrescuesaga,0.028,TF_IDF_03
com.orange.kidspiano.music.songs,0.028,TF_IDF_03
com.google.android.apps.mapslite,0.028,TF_IDF_03
me.dingtone.app.im,0.028,TF_IDF_03
com.samsung.android.icecone,0.028,TF_IDF_03
com.ea.game.pvzfree_row,0.028,TF_IDF_03
com.alaelden.provider,0.028,TF_IDF_03
com.king.candycrush4,0.028,TF_IDF_03
com.u1.CashFamily,0.028,TF_IDF_03
com.awi.waseet,0.028,TF_IDF_03
org.thunderdog.challegram,0.028,TF_IDF_03
com.imo.android.imoimlite,0.028,TF_IDF_03
com.lookandfeel.qrcodescanner,0.028,TF_IDF_03
com.worldclass.status.downloader,0.028,TF_IDF_03
com.carry1st.spongebob,0.028,TF_IDF_03
games.spearmint.triplecrush,0.028,TF_IDF_03
com.fatynid.geowasf,0.028,TF_IDF_03
com.ubisoft.hungrysharkworld,0.028,TF_IDF_03
tech.gplanet.shopx,0.027,TF_IDF_03
com.emeint.android.mwallet.alexbank,0.027,TF_IDF_03
com.microsoft.appmanager,0.027,TF_IDF_03
free.os.jump.superbros.adventure.world,0.027,TF_IDF_03
net.supertreat.solitaire,0.027,TF_IDF_03
air.com.myheritage.mobile,0.027,TF_IDF_03
com.topwar.gp,0.027,TF_IDF_03
com.quran.labs.androidquran,0.027,TF_IDF_03
com.tilemaster.puzzle.block.match,0.027,TF_IDF_03
com.exness.android.pa,0.027,TF_IDF_03
com.ahmed53.quraan,0.027,TF_IDF_03
com.wtmp.svdsoftware,0.027,TF_IDF_03
com.u1.gocashm,0.027,TF_IDF_03
com.appmind.radios.egypt,0.027,TF_IDF_03
com.happytools.learning.kids.games,0.027,TF_IDF_03
com.brave.browser,0.027,TF_IDF_03
com.wallet.crypto.trustapp,0.027,TF_IDF_03
com.mi.global.pocobbs,0.027,TF_IDF_03
net.finhive.angel,0.027,TF_IDF_03
com.google.android.apps.classroom,0.027,TF_IDF_03
io.swvl.captain,0.027,TF_IDF_03
com.appsinnova.android.keepclean,0.027,TF_IDF_03
com.dv.adm,0.027,TF_IDF_03
com.facebook.games,0.027,TF_IDF_03
com.cookingcity.chef.kitchen.craze.fever,0.027,TF_IDF_03
com.esm3.mahraganat,0.027,TF_IDF_03
com.for9a.androidfor9a,0.027,TF_IDF_03
water.sort.color.puzzle.games,0.027,TF_IDF_03
com.olzhas.carparking.multyplayer,0.027,TF_IDF_03
com.zuuks.truck.simulator.ultimate,0.027,TF_IDF_03
com.photoroom.app,0.027,TF_IDF_03
com.miui.notes,0.027,TF_IDF_03
com.android.soundrecorder,0.027,TF_IDF_03
com.xiaomi.scanner,0.027,TF_IDF_03
com.nekki.shadowfight3,0.027,TF_IDF_03
com.h8games.DoodleRun3D,0.027,TF_IDF_03
com.playgendary.creamaster,0.027,TF_IDF_03
audioplayer.musicplayer.bassboost,0.027,TF_IDF_03
com.dstukalov.walocalstoragestickers,0.026,TF_IDF_03
net.metaquotes.metatrader5,0.026,TF_IDF_03
app.Aman,0.026,TF_IDF_03
com.transsion.phonemaster,0.026,TF_IDF_03
net.metaquotes.metatrader4,0.026,TF_IDF_03
io.botler.wasla,0.026,TF_IDF_03
com.paypal.merchant.client,0.026,TF_IDF_03
com.xdev.docxreader.docx.docxviewer.document.doc.office.viewer.reader.word,0.026,TF_IDF_03
com.ltlk.z7,0.026,TF_IDF_03
com.ytv.player,0.026,TF_IDF_03
ver3.ycntivi.off,0.026,TF_IDF_03
com.google.android.apps.plus,0.026,TF_IDF_03
com.vkontakte.android,0.026,TF_IDF_03
com.phot.recovrpro,0.026,TF_IDF_03
com.youm7.news,0.026,TF_IDF_03
air.com.beachbumgammon,0.026,TF_IDF_03
wp.wattpad,0.026,TF_IDF_03
videoplayer.videodownloader.hdvideoplayer,0.026,TF_IDF_03
com.starzly,0.026,TF_IDF_03
com.emeint.android.mwallet.qnb,0.026,TF_IDF_03
com.soundryt.music,0.026,TF_IDF_03
com.miui.weather2,0.026,TF_IDF_03
com.brokendiamond.advance.car.parking.driving.school,0.026,TF_IDF_03
com.grindrapp.android,0.026,TF_IDF_03
com.visiting.businesscardmaker,0.026,TF_IDF_03
com.arcsys.tictactoe,0.026,TF_IDF_03
com.uc.browser.en,0.026,TF_IDF_03
com.recorder.music.bstech.videoplayer,0.026,TF_IDF_03
com.CIBEgyptSecureToken,0.025,TF_IDF_03
com.media.music.videomaker.slideshow,0.025,TF_IDF_03
com.capiter.merchant,0.025,TF_IDF_03
com.socialnmobile.dictapps.notepad.color.note,0.025,TF_IDF_03
com.seelfa.bills,0.025,TF_IDF_03
com.dropbox.android,0.025,TF_IDF_03
com.stupeflix.replay,0.025,TF_IDF_03
com.caip,0.025,TF_IDF_03
com.moslay,0.025,TF_IDF_03
com.mcu.hilook,0.025,TF_IDF_03
com.jima.modern.tuktuk.auto.rickshaw.driving.game.simulator,0.025,TF_IDF_03
com.amelosinteractive.snake,0.025,TF_IDF_03
statussaver.deleted.messages.savevidieos,0.025,TF_IDF_03
com.mobeasy,0.025,TF_IDF_03
com.yozo.vivo.office,0.025,TF_IDF_03
com.king.bubblewitch3,0.025,TF_IDF_03
com.ob2whatsapp,0.025,TF_IDF_03
com.holalive.ui,0.025,TF_IDF_03
paint.by.number.pixel.art.coloring.drawing.puzzle,0.025,TF_IDF_03
com.imangi.templerun2,0.025,TF_IDF_03
net.apex_designs.payback2,0.025,TF_IDF_03
com.arabbank.arabimobilev2,0.025,TF_IDF_03
com.miui.screenrecorder,0.025,TF_IDF_03
com.agedstudio.board.game.dominoes,0.025,TF_IDF_03
com.zytoona.onehit,0.025,TF_IDF_03
com.momkn.newapp,0.024,TF_IDF_02
com.dreamgames.royalmatch,0.024,TF_IDF_02
com.google.android.apps.photos.scanner,0.024,TF_IDF_02
com.xapps.dream2000,0.024,TF_IDF_02
pi.browser,0.024,TF_IDF_02
and.onemt.war.ar,0.024,TF_IDF_02
com.codingjet.mokhalfaty,0.024,TF_IDF_02
com.waze,0.024,TF_IDF_02
whats.app.family.tracker,0.024,TF_IDF_02
com.mojang.minecraftpe,0.024,TF_IDF_02
photo.editor.photoeditor.filtersforpictures,0.024,TF_IDF_02
com.marbleblast.zuma.marblegame,0.024,TF_IDF_02
vidmob.tarkib.video.sowar,0.024,TF_IDF_02
mega.privacy.android.app,0.024,TF_IDF_02
com.et3arraf.Et3arrafApp,0.024,TF_IDF_02
com.xten.starfall,0.024,TF_IDF_02
com.trkstudio.counter,0.024,TF_IDF_02
com.tripledot.woodoku,0.024,TF_IDF_02
com.gma.ball.sort.color.water.puzzle,0.024,TF_IDF_02
com.finjanapps.syla,0.024,TF_IDF_02
get.pid.egypt.health.passport,0.023,TF_IDF_02
com.swd.tracker,0.023,TF_IDF_02
com.nexa.fbvideodownloader,0.023,TF_IDF_02
com.google.android.apps.youtube.mango,0.023,TF_IDF_02
quicker.network.world,0.023,TF_IDF_02
com.bgg.jump,0.023,TF_IDF_02
bubble.shooter.exxtreme,0.023,TF_IDF_02
com.dsi.ant.service.socket,0.023,TF_IDF_02
com.ph.egypt,0.023,TF_IDF_02
com.callerid.block,0.023,TF_IDF_02
com.opera.app.newslite,0.023,TF_IDF_02
com.crazylabs.asmr.cut,0.023,TF_IDF_02
io.wifimap.wifimap,0.023,TF_IDF_02
war.of.islands,0.023,TF_IDF_02
com.avast.android.mobilesecurity,0.023,TF_IDF_02
com.fatynid.amrdiab,0.023,TF_IDF_02
eg.com.eserve.sehatmisr,0.022,TF_IDF_02
com.antivirus,0.022,TF_IDF_02
com.homzmart,0.022,TF_IDF_02
com.ecsolutions.caishny,0.022,TF_IDF_02
com.azure.authenticator,0.022,TF_IDF_02
com.andromo.dev540689.app521605,0.022,TF_IDF_02
com.elink.stb.elinkcast,0.022,TF_IDF_02
com.triplens.android,0.022,TF_IDF_02
com.wngo.driver,0.022,TF_IDF_02
com.ahmed.al.ajmi.mp3.full.quran,0.022,TF_IDF_02
com.instagram.layout,0.022,TF_IDF_02
com.calleridtagsplus.app,0.022,TF_IDF_02
translate.speech.text.translation.voicetranslator,0.022,TF_IDF_02
com.kayac.park_master,0.022,TF_IDF_02
com.netflix.Speedtest,0.022,TF_IDF_02
com.emeint.android.fawryretailer,0.021,TF_IDF_02
com.egypt.hardeesburger.fastfood,0.021,TF_IDF_02
com.hikvision.hikconnect,0.021,TF_IDF_02
com.eltarek.arabapps,0.021,TF_IDF_02
com.matchington.mansion,0.021,TF_IDF_02
imagetopdf.pdfconverter.jpgtopdf.pdfeditor,0.021,TF_IDF_02
com.speakandtranslate.voicetranslator.alllanguages,0.021,TF_IDF_02
com.seen.trafficservices,0.021,TF_IDF_02
pmapp.idsc.gov.eg,0.02,TF_IDF_02
com.eldokan.appetito,0.02,TF_IDF_02
com.mapswithme.maps.pro,0.02,TF_IDF_02
com.arabstickers.stickerwhatsapp,0.02,TF_IDF_02
com.sympl,0.02,TF_IDF_02
com.lianhezhuli.hyfit,0.02,TF_IDF_02
com.hm.mena,0.02,TF_IDF_02
paymob.bdc.qahera,0.019,TF_IDF_02
hr.asseco.android.intesa.isbd.alex,0.019,TF_IDF_02
com.landmarkgroup.maxstores,0.019,TF_IDF_02
com.abdo.quran,0.019,TF_IDF_02
com.gjg.colorfill3d,0.019,TF_IDF_02
sg.technobiz.masary,0.018,TF_IDF_02
com.wasiladev.fawryretailers,0.017,TF_IDF_02
com.bdc.retail,0.017,TF_IDF_02
com.faturaegypt.app,0.015,TF_IDF_01
